2.313989502398904052e-02,9.101206537261251686e-03,2.722778534106798029e-02,3.089282433817229848e-02,2.917206038763676609e-02,2.690516757049346563e-02,2.728967457426614493e-02,1.760616974862633244e-02,4.289262969980149609e-02,2.780889569847205464e-02
-1.414052716842309210e-01,5.636348834531822866e-02,2.606988637379707985e-01,-2.113310651699931431e-01,-1.542493542878181356e-01,-1.815764037503571904e-01,2.621192881003986397e-01,3.697597154340772491e-02,4.438922686999428185e-02,-1.214978520849446936e-01
2.593788464023084536e-02,7.651899829659688373e-03,2.764497854741081520e-02,3.067443033549779527e-02,3.168867605253948561e-02,2.948889652871533595e-02,2.982379824590699127e-02,2.050057558368689747e-02,4.406147748348120119e-02,2.909491766343712260e-02
-2.373110761402068628e-02,-7.523224168283310261e-03,-2.874319991473325495e-02,-3.101860677257074067e-02,-3.149678355442507571e-02,-2.748300148560170464e-02,-2.768009472693804679e-02,-1.801916430124351348e-02,-4.208894973090911151e-02,-3.138801213096509279e-02
2.508052327332969955e-02,5.359909956207179783e-03,2.972525156884738354e-02,3.295842592609065508e-02,2.923041174197341108e-02,2.616078921410241315e-02,2.603345522570751219e-02,2.039133060684522603e-02,4.590598853204035795e-02,3.030448434183462617e-02
2.672820826214146114e-02,6.646594759165421959e-03,2.922398752355531357e-02,3.205706560071871353e-02,3.096938088502085296e-02,3.013411415712099681e-02,2.872097835356308970e-02,2.132554678705849902e-02,4.351035164620521700e-02,3.119109870464421494e-02
-2.412079821666114274e-02,-5.950166991449014689e-03,-2.757697152457565942e-02,-3.184004001223973007e-02,-2.996984169026807240e-02,-2.873617528842803415e-02,-2.671417546867787748e-02,-1.888099262518393856e-02,-4.365792444298250558e-02,-3.079212749239921068e-02
-2.564139703628157824e-02,-6.447684932725068589e-03,-2.759502665420541720e-02,-3.091953840495700531e-02,-2.985159590855992681e-02,-3.179078862227587704e-02,-2.900409095892012012e-02,-2.057286544508736201e-02,-4.277878651540143601e-02,-2.931704546611706846e-02
1.053367772483369651e-02,-2.753748712153276101e-01,9.949717487844972341e-02,5.040477334818971311e-02,-7.213248964571866619e-04,-1.401899998904548861e-01,5.224034432083117518e-02,5.903127730512216370e-02,1.926872911764437868e-01,-9.449854229598051228e-03
2.411088688904945015e-02,6.401029405468113866e-03,2.916820066396916267e-02,3.204573832182600751e-02,2.914352834370184317e-02,2.784228683232463711e-02,2.777331724628217743e-02,1.977682398398206490e-02,4.388173183210959671e-02,2.764293767065167592e-02
2.525063592303979434e-02,7.418363643576017866e-03,2.796267108254066325e-02,3.298523187218650732e-02,3.178677847246477728e-02,2.902998401496355990e-02,2.751951584009139709e-02,1.856972834162158928e-02,4.417966256838445210e-02,2.955882143068523996e-02
-2.493905223979827473e-02,-8.333536984698542219e-03,-3.011564774614005485e-02,-3.251518069301532338e-02,-2.946616234007879906e-02,-3.014708913734749987e-02,-2.713538717880401713e-02,-1.963219327956912744e-02,-4.212211539182759285e-02,-3.202412469275955215e-02
2.479489638986514394e-02,5.595778958064237356e-03,2.834814382977162220e-02,3.113138903625253806e-02,3.201192961865086117e-02,2.818711154044046055e-02,2.877518869679148578e-02,2.051873396073152639e-02,4.337060463723343279e-02,3.051946008584473929e-02
-2.582186008535857294e-02,-8.103322705144612448e-03,-3.012249417993534753e-02,-3.154565361071916957e-02,-3.115853489570489035e-02,-2.970525574851553760e-02,-2.942669836235117103e-02,-1.906235746554423710e-02,-4.237302240928918218e-02,-2.938000236129399353e-02
2.559084188091092366e-02,8.392258067324548376e-03,2.700215763708978603e-02,3.157989457146583023e-02,3.234848175349466087e-02,2.783074289217734101e-02,2.716338171597578247e-02,2.066500337557012137e-02,4.104391123843457306e-02,3.089999033274581572e-02
-2.541328651185925658e-02,-6.565841646198881942e-03,-2.787565677338376194e-02,-3.239005012995949812e-02,-3.272569391616198670e-02,-2.961497168489255621e-02,-2.854951695225266609e-02,-2.163883243936346595e-02,-4.377948217951919962e-02,-3.093425091444898176e-02
2.241651464029364993e-02,7.054734111142170992e-03,2.700666300850243506e-02,3.168814279132314143e-02,3.297026776528737269e-02,2.855487962150142847e-02,2.650673389286242743e-02,1.889391646432739269e-02,4.311117186186613770e-02,3.277984498026278309e-02
2.504767376028309983e-02,7.745268091437445754e-03,2.876133947593049328e-02,3.257685028766481999e-02,2.995550045092485597e-02,2.858339919842956683e-02,2.717268207832159929e-02,2.100660996605687586e-02,4.624304445379209122e-02,3.192393189133031772e-02
-2.539677437583845801e-02,-8.222023406878642068e-03,-2.917408137320924230e-02,-3.191193556572734236e-02,-3.089614737873196820e-02,-3.019705629489086163e-02,-2.613462304747648721e-02,-1.928000822221357172e-02,-4.292445343831428201e-02,-3.047228452607621610e-02
